ID,OriginallyMassAction,OriginallyPolynomial,NumberReactions,IrrelevantSpecies,EffectivelyFullRank,Consistent,IntegerCoefficients,Linear,NondegenerateWrtConservationLaws,Nondegenerate,SpeciesWithGenericLocalACR
BIOMD0000000524,false,false,13,"[1, 18]",false,false,true,false,,,
BIOMD0000000525,false,false,19,"[1, 18]",false,false,true,false,,,
BIOMD0000000526,false,false,19,"[1, 18]",false,false,true,false,,,
BIOMD0000000530,false,true,17,"[7, 8, 9]",true,true,true,false,true,true,Int64[]
BIOMD0000000533,false,true,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",true,true,true,true,,,
BIOMD0000000538,false,false,0,"[1, 2, 3]",true,true,true,true,,,
BIOMD0000000539,false,true,11,Int64[],false,true,true,false,true,true,"[1, 4, 5, 6]"
BIOMD0000000543,false,false,199,"[91, 92]",false,false,true,false,,,
BIOMD0000000544,false,false,187,"[89, 90]",false,false,true,false,,,
BIOMD0000000545,false,false,13,"[9, 10, 12]",false,false,true,false,,,
BIOMD0000000548,false,false,0,"[1, 2, 3]",true,true,true,true,,,
BIOMD0000000549,false,false,0,"[1, 2]",true,true,true,true,,,
BIOMD0000000550,false,false,0,"[1, 2]",true,true,true,true,,,
BIOMD0000000552,false,true,4,[3],true,false,true,true,,,
BIOMD0000000553,false,true,4,[3],true,false,true,true,,,
BIOMD0000000557,false,false,31,"[20, 21, 22, 23, 24, 25]",false,false,true,false,,,
BIOMD0000000558,false,false,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000559,true,true,136,Int64[],false,false,true,false,,,
BIOMD0000000560,false,false,117,Int64[],false,false,true,false,,,
BIOMD0000000561,false,false,0,[1],true,true,true,true,,,
BIOMD0000000565,false,false,102,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000567,false,false,2,Int64[],false,false,true,false,,,
BIOMD0000000572,false,false,29,Int64[],false,false,true,false,,,
BIOMD0000000573,false,false,7,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000576,false,false,71,Int64[],false,false,true,false,,,
BIOMD0000000580,false,false,26,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",false,true,true,true,true,true,Int64[]
BIOMD0000000581,true,true,32,[28],false,false,true,false,,,
BIOMD0000000582,false,false,41,"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",false,false,true,true,,,
BIOMD0000000583,false,false,32,[21],false,false,true,false,,,
BIOMD0000000585,false,false,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",true,true,true,true,,,
BIOMD0000000588,false,false,165,Int64[],false,false,true,false,,,
BIOMD0000000590,false,false,40,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000594,false,true,240,"[4, 5, 6, 7]",false,true,true,false,true,true,Int64[]
BIOMD0000000599,true,true,51,Int64[],false,false,true,false,,,
BIOMD0000000600,false,false,29,Int64[],false,false,true,false,,,
BIOMD0000000602,false,false,46,Int64[],false,false,true,false,,,
BIOMD0000000608,false,false,140,Int64[],false,true,false,false,,,
BIOMD0000000609,true,true,10,Int64[],true,false,true,false,,,
BIOMD0000000614,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000615,false,false,34,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000616,false,false,20,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000622,false,false,19,[5],false,true,true,false,true,true,"[1, 2, 3, 4, 5, 6, 7, 8]"
BIOMD0000000623,false,false,32,"[27, 28, 29, 30]",false,false,true,false,,,
BIOMD0000000624,false,false,5,Int64[],false,false,true,false,,,
BIOMD0000000625,false,false,38,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000626,false,false,10,Int64[],true,false,true,true,,,
BIOMD0000000629,true,true,4,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000630,false,true,15,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000631,false,false,66,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000637,true,true,35,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000638,true,true,81,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000639,false,false,11,Int64[],false,false,true,false,,,
BIOMD0000000640,false,false,48,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",false,true,true,true,true,true,Int64[]
BIOMD0000000641,false,false,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",true,true,true,true,,,
BIOMD0000000642,false,false,0,"[1, 2, 3, 4]",true,true,true,true,,,
BIOMD0000000646,false,true,28,"[10, 11, 12, 15, 16, 17, 18]",false,true,true,false,true,true,"[1, 2, 3, 4, 5, 8]"
BIOMD0000000647,true,true,11,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000648,false,false,128,Int64[],false,true,true,false,true,true,"[12, 14]"
BIOMD0000000651,false,true,31,Int64[],false,false,true,false,,,
BIOMD0000000652,false,false,126,Int64[],false,true,true,false,true,true,"[12, 14]"
BIOMD0000000653,false,false,124,Int64[],false,true,true,false,true,true,"[12, 14]"
BIOMD0000000654,false,false,126,[29],false,true,true,false,true,true,"[12, 14]"
BIOMD0000000655,false,false,126,[22],false,true,true,false,true,true,"[12, 14]"
BIOMD0000000656,false,false,124,Int64[],false,true,true,false,true,true,[14]
BIOMD0000000657,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000658,false,false,22,[16],false,true,true,false,true,true,[12]
BIOMD0000000660,false,false,40,"[15, 16, 18, 19, 20]",true,false,true,false,,,
BIOMD0000000661,false,true,17,Int64[],true,false,true,true,,,
BIOMD0000000662,false,false,10,Int64[],false,false,true,true,,,
BIOMD0000000663,false,true,9,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000664,false,false,15,"[6, 8]",true,true,true,true,true,true,Int64[]
BIOMD0000000665,false,false,13,[8],true,false,true,true,,,
BIOMD0000000666,false,false,49,"[24, 25, 26, 27, 31, 36, 37, 38, 39, 40]",false,false,true,false,,,
BIOMD0000000667,false,true,243,[1],false,false,true,false,,,
BIOMD0000000668,false,true,10,"[1, 2, 3, 4]",true,false,true,true,,,
BIOMD0000000670,false,false,0,"[1, 2, 3]",true,true,true,true,,,
BIOMD0000000671,false,false,0,"[1, 2, 3, 4, 5, 6, 7]",true,true,true,true,,,
BIOMD0000000676,false,true,21,[12],false,false,true,false,,,
BIOMD0000000678,false,false,4,[4],false,true,true,true,true,true,Int64[]
BIOMD0000000679,false,true,8,[1],true,true,true,true,true,true,Int64[]
BIOMD0000000680,false,true,0,"[1, 2, 3, 4]",true,true,true,true,,,
BIOMD0000000683,false,false,9,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000687,false,true,25,Int64[],true,false,true,true,,,
BIOMD0000000688,false,true,30,Int64[],true,false,true,true,,,
BIOMD0000000689,false,false,11,Int64[],false,false,true,false,,,
BIOMD0000000690,false,false,11,Int64[],false,false,true,false,,,
BIOMD0000000691,false,false,18,"[14, 15]",false,false,true,false,,,
BIOMD0000000692,true,true,10,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000697,false,false,30,"[4, 14, 15]",true,false,true,false,,,
BIOMD0000000698,false,false,10,Int64[],false,false,true,false,,,
BIOMD0000000700,false,false,57,"[24, 25, 26, 27, 28, 29, 30]",false,false,true,false,,,
BIOMD0000000704,false,false,33,[17],false,true,true,false,true,true,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16]"
BIOMD0000000705,false,true,61,"[15, 16, 17, 18, 19, 20, 21, 22, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",false,false,true,true,,,
BIOMD0000000707,false,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000708,false,true,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000709,false,true,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000710,false,true,16,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000713,false,false,9,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000714,false,false,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000715,false,false,11,[5],true,true,true,true,true,true,Int64[]
BIOMD0000000716,false,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000717,false,false,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000720,false,false,25,[8],true,true,true,false,true,true,Int64[]
BIOMD0000000721,false,false,10,Int64[],true,false,true,true,,,
BIOMD0000000722,false,false,15,Int64[],true,false,true,true,,,
BIOMD0000000724,false,false,34,"[6, 7, 14, 19, 26, 27, 30, 34, 35, 36, 39]",false,false,true,false,,,
BIOMD0000000725,false,false,40,Int64[],false,false,true,false,,,
BIOMD0000000726,false,true,23,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000728,false,false,5,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000729,false,false,7,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000730,false,false,108,[45],true,true,true,false,true,true,Int64[]
BIOMD0000000732,false,false,6,Int64[],false,false,true,true,,,
BIOMD0000000733,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000737,false,false,22,Int64[],false,false,true,false,,,
BIOMD0000000738,false,false,22,Int64[],false,false,true,false,,,
BIOMD0000000740,false,false,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]",true,true,true,true,,,
BIOMD0000000741,false,false,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000742,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000743,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000744,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000745,false,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000746,false,false,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000747,true,true,43,Int64[],false,false,true,false,,,
BIOMD0000000748,false,true,11,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000750,false,false,25,Int64[],true,false,true,true,,,
BIOMD0000000751,false,false,3,Int64[],true,false,true,true,,,
BIOMD0000000752,false,false,5,Int64[],true,false,true,true,,,
BIOMD0000000753,false,false,7,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000754,false,false,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000755,true,true,7,Int64[],false,false,true,false,,,
BIOMD0000000756,false,false,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000757,false,false,18,"[8, 9, 10]",true,true,true,true,true,true,Int64[]
BIOMD0000000758,false,true,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000759,false,true,19,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000760,false,false,4,Int64[],true,false,true,true,,,
BIOMD0000000761,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000762,false,false,7,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000763,false,false,9,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000764,false,false,9,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000765,false,true,9,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000766,false,false,11,Int64[],true,false,true,true,,,
BIOMD0000000767,false,false,5,[2],true,true,true,true,true,true,Int64[]
BIOMD0000000768,false,false,13,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000769,false,true,24,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000770,false,true,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000771,false,false,6,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000772,false,false,7,Int64[],true,false,true,false,,,
BIOMD0000000773,false,false,6,Int64[],true,false,true,true,,,
BIOMD0000000774,false,false,4,Int64[],true,false,true,true,,,
BIOMD0000000776,false,false,5,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000777,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000778,false,false,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000779,false,false,25,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000780,false,true,12,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000781,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000782,false,true,5,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000783,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000785,false,true,5,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000788,false,true,22,Int64[],true,false,true,false,,,
BIOMD0000000790,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000792,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000793,false,true,5,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000795,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000796,false,true,13,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000797,false,false,12,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000798,false,false,9,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000799,false,false,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000800,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000801,false,false,13,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000802,false,false,8,Int64[],true,false,true,true,,,
BIOMD0000000807,false,false,15,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000808,false,false,15,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000810,false,false,53,[14],true,true,true,true,true,true,Int64[]
BIOMD0000000811,false,false,29,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000812,false,false,9,"[5, 6]",true,true,true,false,true,true,Int64[]
BIOMD0000000813,false,false,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000815,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000821,false,false,7,Int64[],true,false,true,true,,,
BIOMD0000000823,false,false,20,[12],false,true,true,false,true,true,"[14, 15]"
BIOMD0000000824,false,false,3,[1],true,true,true,true,true,true,Int64[]
BIOMD0000000826,false,false,25,Int64[],true,false,true,true,,,
BIOMD0000000827,false,true,10,Int64[],false,false,true,false,,,
BIOMD0000000831,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000832,false,false,29,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000833,false,false,83,[13],false,false,true,false,,,
BIOMD0000000835,false,false,74,"[8, 9, 10, 11, 15, 16, 20, 21, 25, 26, 30, 31, 35, 36, 40, 45, 50, 51, 52, 53, 54]",false,true,true,false,true,true,"[1, 8, 9, 30, 31]"
BIOMD0000000836,false,true,0,"[1, 2]",true,true,true,true,,,
BIOMD0000000837,false,false,17,[8],true,true,true,true,true,true,Int64[]
BIOMD0000000838,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000839,false,false,20,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000840,false,false,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000841,false,false,11,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000842,false,true,26,"[19, 20, 21]",false,true,true,false,true,true,Int64[]
BIOMD0000000847,false,false,7,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000848,false,false,21,Int64[],true,false,true,false,,,
BIOMD0000000850,false,false,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000851,false,true,4,Int64[],false,false,true,true,,,
BIOMD0000000852,false,false,15,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000853,false,false,21,Int64[],false,true,true,true,true,true,"[1, 2, 3, 4]"
BIOMD0000000854,true,true,7,Int64[],false,true,true,true,true,true,Int64[]
BIOMD0000000855,false,false,12,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000857,false,false,20,Int64[],true,false,true,true,,,
BIOMD0000000858,false,false,20,Int64[],true,false,true,true,,,
BIOMD0000000859,false,false,25,Int64[],true,false,true,true,,,
BIOMD0000000861,false,false,38,[26],false,false,true,true,,,
BIOMD0000000863,false,false,13,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000866,false,false,4,[4],true,false,true,true,,,
BIOMD0000000867,false,false,31,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000868,true,true,6,Int64[],false,false,true,false,,,
BIOMD0000000869,false,false,8,[4],true,false,true,false,,,
BIOMD0000000870,true,true,12,Int64[],false,false,true,false,,,
BIOMD0000000871,true,true,17,Int64[],false,true,true,false,true,true,Int64[]
BIOMD0000000874,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000875,false,true,9,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000876,false,false,9,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000877,false,false,9,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000878,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000879,false,false,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000880,false,true,11,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000881,false,false,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000882,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000883,false,false,85,"[21, 24, 25, 27, 28]",false,false,true,false,,,
BIOMD0000000884,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000885,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000886,false,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000887,false,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000888,false,false,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000889,false,false,20,Int64[],true,false,true,true,,,
BIOMD0000000890,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000891,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000892,false,true,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000893,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000894,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000895,false,false,29,Int64[],true,false,true,false,,,
BIOMD0000000896,false,false,15,Int64[],false,true,true,false,true,true,"[1, 5, 9]"
BIOMD0000000897,false,false,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000898,false,false,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000902,false,false,7,Int64[],true,false,true,false,,,
BIOMD0000000903,false,false,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000904,false,false,7,Int64[],true,false,true,true,,,
BIOMD0000000905,false,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000906,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000907,false,false,25,"[26, 27, 28, 29, 30, 31, 32, 33, 34]",true,false,true,true,,,
BIOMD0000000909,false,false,8,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000910,false,false,5,Int64[],true,false,true,true,,,
BIOMD0000000911,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000912,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000913,false,false,12,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000914,false,false,9,Int64[],true,false,true,true,,,
BIOMD0000000915,false,false,8,Int64[],false,false,true,true,,,
BIOMD0000000916,true,true,5,Int64[],false,false,true,true,,,
BIOMD0000000919,false,true,5,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000920,false,false,4,Int64[],true,false,true,true,,,
BIOMD0000000921,false,false,13,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000922,false,true,3,Int64[],true,false,true,true,,,
BIOMD0000000924,false,false,11,Int64[],true,false,true,true,,,
BIOMD0000000929,false,false,24,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000930,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000932,false,true,5,Int64[],true,false,true,true,,,
BIOMD0000000933,false,false,3,Int64[],true,false,true,true,,,
BIOMD0000000934,false,true,19,"[14, 15, 16]",true,false,true,false,,,
BIOMD0000000935,false,false,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000936,false,false,2,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000937,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000938,false,false,8,"[4, 5]",true,true,true,true,true,true,Int64[]
BIOMD0000000939,false,false,127,"[33, 34, 57, 58, 59, 60]",false,false,true,false,,,
BIOMD0000000940,false,true,60,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000941,false,false,12,"[7, 8]",true,true,true,true,true,true,Int64[]
BIOMD0000000942,false,false,15,"[1, 5, 8, 9, 12, 13, 14, 15, 16, 17, 18]",true,true,true,true,true,true,Int64[]
BIOMD0000000944,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000945,false,true,0,"[1, 2, 3, 4, 5]",true,true,true,true,,,
BIOMD0000000946,false,true,0,"[1, 2, 3, 4, 5, 6, 7]",true,true,true,true,,,
BIOMD0000000947,false,false,0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",true,true,true,true,,,
BIOMD0000000948,false,false,6,"[5, 6]",true,false,true,true,,,
BIOMD0000000949,false,false,17,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000950,false,false,0,"[1, 2, 3, 4, 5, 6, 7]",true,true,true,true,,,
BIOMD0000000951,true,true,45,Int64[],false,false,true,false,,,
BIOMD0000000957,false,true,3,Int64[],false,false,true,true,,,
BIOMD0000000958,false,true,12,Int64[],false,false,true,true,,,
BIOMD0000000962,false,true,3,[5],false,false,true,true,,,
BIOMD0000000964,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000968,false,true,10,[2],false,false,true,false,,,
BIOMD0000000970,false,true,3,[5],false,false,true,true,,,
BIOMD0000000972,false,false,13,Int64[],true,false,true,true,,,
BIOMD0000000974,false,false,4,[6],false,false,true,true,,,
BIOMD0000000977,false,false,15,Int64[],true,false,true,true,,,
BIOMD0000000979,false,false,4,[5],false,true,true,true,true,true,Int64[]
BIOMD0000000980,false,false,4,[5],false,true,true,true,true,true,Int64[]
BIOMD0000000982,false,false,2,Int64[],false,false,true,true,,,
BIOMD0000000984,false,false,3,[5],false,false,true,true,,,
BIOMD0000000985,false,false,9,Int64[],false,false,true,false,,,
BIOMD0000000987,true,true,10,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000000989,false,false,65,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000990,false,false,65,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000991,false,false,10,[8],false,false,true,true,,,
BIOMD0000000997,false,false,65,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000998,false,false,66,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000000999,false,false,66,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001000,false,false,66,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001001,false,false,66,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001002,false,false,66,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001003,false,false,66,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001004,true,true,18,Int64[],false,false,true,false,,,
BIOMD0000001005,false,false,83,Int64[],true,false,true,false,,,
BIOMD0000001010,false,false,4,[2],true,true,true,true,true,true,Int64[]
BIOMD0000001011,false,true,5,Int64[],true,false,true,true,,,
BIOMD0000001012,false,false,7,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001013,false,false,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001014,false,false,7,[5],true,false,true,true,,,
BIOMD0000001016,false,false,11,[8],true,false,true,false,,,
BIOMD0000001017,false,false,19,"[11, 13]",true,false,true,false,,,
BIOMD0000001018,false,false,35,"[11, 13, 19, 20, 21, 22]",true,false,true,false,,,
BIOMD0000001021,false,true,10,[7],true,false,true,true,,,
BIOMD0000001022,false,false,6,Int64[],true,false,true,true,,,
BIOMD0000001023,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001024,false,true,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001025,false,false,2,"[1, 2, 4]",true,true,true,true,true,true,Int64[]
BIOMD0000001030,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001031,false,true,4,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001033,false,false,14,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001034,false,true,7,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001035,false,true,8,Int64[],true,true,true,false,true,true,Int64[]
BIOMD0000001036,false,false,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001037,false,true,3,Int64[],true,false,true,true,,,
BIOMD0000001038,false,true,6,Int64[],true,true,true,true,true,true,Int64[]
BIOMD0000001041,false,false,4,[4],true,false,true,true,,,
